,content,score
4747,"Halo tokopedia terima kasih udah mengajarikann materi materi yg saya beli dri sini dan saya mendapatkan pelatihan dan ilmu"" saya dpat dalam pandemik covid-19 semoga saya bisa sukses di masa masa sulit ini terima kasih skill academy dri ruang guru saya dapt menambah ilmu Semoga saya sukses good buat tokopedia👍👍",5
4748,"Sangat memuaskan untuk mempermudah saya menyelesaikan soal dari prakerja ,,,semoga yg lain yg mencoba prakerja berhasil...",5
4749,Terima kasih sudah membantu saya menyelesaikan pelatihan prakerja,5
4750,"Terimakasih Tokopedia,atas bantuan dan kerjasama nya dalam kartu prakerja...sangat membatu dan mohon bantuan nya kami serah kan ke Tokopedia terimakasih.",5
4751,Tolong dong saya kan pengguna baru nah saya liat ada barang yang saya ingin beli tapi harus memakai ovo saya tidak mempunyai dan tidak ngerti menggunakannya apaa kah bisa di ganti ke vitur cod saja:(,1
4752,asalamualaikum bagus sih bagus ya tapi ini yang berlogo GRATIS ONGKIR itu benar atau nantinya kalau paket nya sudah datang tetap bayar ongkir nya saya masih bingung makanya aku kasih bintang 3 dulu🙏,3
4753,"Ikut pelatihan dari tokped jadi buat aku makin smgt buat maju buat bisa jadi entrepreneur sukses , keluar dari zona nyaman itu ga mudah bunggg:((",5
4754,Bagaimana saya mau memberikan ranting yang banyak. Setiap saya login untuk prakerja topet selalu nggak enak badan . Saya kesulitan menemukan kode voucher prakerja saya. Saya butuh jangan di persulit,1
4755,"Masya Allah...Tokopedia sangat membantu sekali, z ikut pelatihan prakerja melalui aplikasi Tokopedia materinya sangat bagus dan pemaparan materinya tdk membosankan.",5
4756,"Hai tokopedia Saya Nurhidayah Taufiq Terimakasih Dengan Adanya Tokopedia Bisa Membantu Prakerja Saya,Dan Sangat bermanfaat ilmunya ,Saya Kira ditokopedia hanya menjual beli barang saja ternyata kita juga bisa belajar online, Terimakasih tokopedia",5
4757,Terima kasih tokopedia pesanan saya sudah sampai. Mantap🖒,5
4758,"Terima kasih skill academy, tokopedia, kartu prakerja,dengan ini saya mendapatkan ilmu dan pelajaran baru,, materi yg disampaikan sangat baik,,",5
4759,mengecewakan... saldo nya ga bisa di tarik. udah 3 kali gagal padahal saya download aplikasi ini karena cinta produk dalam negeri. sekarang saya pilih pake Shopee aja. karena saya kecewa,1
4760,Terima kasih tokopedia dan skill ecademy by ruang guru .mempermudah dalam pembelian materi prakerja..dan biimbingannya mudah di pahami.. semoga lebih baik lagi,5
4761,"Pesanan saya dibatalkan, padahal udah jauh jauh ke Alfamart buat mbayar. Emang uangnya kembali, tapi kan tidak bisa menjadi bentuk uang. Tolong dongg, pesanan saya. Niatnya mau nyoba pakai apk ini, malah yang jadi kayak gini",1
4762,"Terimakasih tokopedia, sangat membantu saya dalam pelatihan prakerja, sangat mudah d pahami dan dimengerti, banyak ilmu yang d dapat, sukses terus",5
4763,"Terima kasih Tokopedia.aplikasinya mudah digunakan.selain berbelanja,saya juga ikut pelatihan kartu prakerja disini.pelatihannya sangat baik,mudah dimengerti dan sangat bermanfaat",5
4764,"Terimakasih atas kerja sama nya denga kartu perakerja,sangat membantu program dan pelatihan nya.. Pelatihan nya sangat mudah di pahami,,sukses selalulah",5
4765,Hallo tokopedia. Saya senang ikut pelatihan di tokopedia. Semoga tokopedia sukses selalu dan dapat bermanfaat kepada semua orang. Terima kasih tokopedia 😊👍👍,5
4766,"Terimakasih Tokopedia dan skill academy.. pelatihan yang menarik dan sangat mudah dengan menggunakan tokopedia. Cepat, tepat, mudah dan terpercaya",5
4767,"bintang 4 dulu ya, karena bru pertama kali coba☺?☺?",4
4768,"Terimakasih Skill Academy, Tokopedia dan lembaga prakerja pelatihan yang sangat membantu, berkualitas dan terpercaya. Materi yang di sampaikan sangat baik, berkualitas dan yang pasti mudah dipahami. Saya sangat puas dan sangat terbantu dengan adanya program ini. Semoga ilmu ini bisa bermanfaat bagi banyak orang. Sukses selalu untuk kita semua!! :) Aamiin 🙏",5
4769,"Sangat membantu dan pelatihan yang diberikan sangat gampang dimengerti, terima kasih banyak, toko pedia sebagai perantara sangat dpt diandalkan dan memiliki sistem yang sngt baik",5
4770,Aplikasi tokopedia sangat bagus dan gampang... Terima kasih tokopedia 😘😘😘,5
4771,Lah ko gblg si.. gua buka toko di tokped kenpa barang dagangan gua di apus semua ?? Dikira ga cape apa bikin postingan padahal udah sesuai rules!! KECEWA lah,1
4772,"Hallo tokopedia, saya sudah mengikuti pelatihan di English First untuk prakerja. Saya sangat senang dengan pelatihan tersebut, terimakasih tokopedia❤️",5
4773,"Alhmdulillah... Terimakasih toko pedia sudah membantu proses pembayaran pelatihan prakerja dg cepat dan lancar, smoga bermanfaat dan barokah... Aamiin...",5
4774,"Saya mengikuti pelatihan di skill academy tokopedia ini sangat membantu saya,materi yang diberikan sangat bagus, bahasanya mudah dimengerti, menambah ilmu, membuka pikiran saya menemukan ide2 baru dalam berbisnis. Terimakasih tokopedia..semoga tetap jadi yang no.1,terimakasih juga prakerja dan ruang guru.",5
4775,"Terimakasih toko pedia dan skill akademi juga prakerja,semua sangat membantu untuk pelatihan saya dan dana insentifnya,,sangat mengurangi banyak kekurangan saya,",5
4776,Terima kasih tokohpedia yg sudah membantu untuk membeli soal di skiil academy.semoga tokoh media mempermudah sebuat tansaksi jual beli online di seluruh dunia..amin ya robbal alamin..🙏🙏😊😇,5
4777,"Tokopedia menurutku paling hebat diantara shopping online, hanya belanja 50 ribu sudah bebas ongkir, tidak seperti yang lain untuk dapatkan ongkir sangat ribet. Tokopedia lanjut dan tetap pertahankan bebas ongkir",5
4778,"Aplikasi nya ga jelas verifikasi data diri tunggu download dlu tapi gagal terus, verifikasi nomor telpon juga ga bisa malah ada notif nomor sudah banyak di gunakan, ga jelas lah",1
4779,"Assalamualaikum,sy Ariyanto sy suka pelatihan nya membuat TDK jenuh dan dpt d mengerti dan banyak hal -2 yg baru yg dpt membuat kita lebih bijak dlm dlm memilih suatu keinginan yg d anggap paling penting dan bermanfaat khusus untuk kita umum nya untuk orang-2 yg mengenal apa itu tokopedia",5
4780,Luar biasa bagus... Membantu banyak pengalaman bagi kami.,5
4781,"Terima kasih tokopedia, skill academy, prakerja. Pembahasan materi yang sangat baik dan mudah di pahami, sehingga saya dapat ilmu yang bermanfaat",5
4782,Maaf bintang 3 dulu ya min.. gw mau tny selain ovo tu apa aja ya buat pembayaran non tunai? Terimakasih sebelumnya.,3
4783,Sangat bagus dan sangat membantu proses iya g lama... semakin jaya iya Tokopedia....ko sertifikat saya blm masuk iya d prakerja saya.. mohon bantuannya..,5
4784,"UX yg sangat buruk. Button checkout position not fix. Susah buat co pas lagi buru2 apalagi flash sale. Terlalu sensitif. Diikit2 dituduh melanggar. Tuh perbaiki dulu tombol checkout biar ga ngikut turun sama bill. Tuh shopee, lazada, Zalora, semuanya button checkout fixed. Enak dipake saat buru2 checkout. Ga kaya toped.",1
4785,"trnyata bukan cm aku aja, banyak jg yg mngalami, pake voucher diskon atau cashback pesanan sering dbatalkan karna melanggar , lah melanggar apanya?! sblm ny jg pke diskon yg sm tp pesanan nya gpp.. aneh bgt ni toped.. mkin ksini toped makin gak waras uyy.. ap krna efek corona ya ?!🙄😒",1
4786,"Tokopedia Care sangat membantu sekali dalam hal penanganan keterlambatan sertifikat prakerja, responnya sangat baik, cepat dan membantu sekali...Terimakasih Tokopedia Care...Tokopedia Care memang lebih care...",5
4787,"Tokopedia mitra pelatihan yg berpengalaman dan berkualitas, saya sudah mengikuti pelatihannya terimakasih semoga bermanfaat sangat menyenangkan sekali mudah dipahami dan menambah wawasan",5
4788,"Proses pengambilan pelatihannya gampang dan cepat, semoga semakin banyak pelatihan2 lainnya yg bekerja sama dgn Tokopedia, terimakasih Tokopedia, prakerja.",5
4789,Saya sudah menyelesaikan tes pelatihannya skil akademi tapi saya berkendala untuk mendapatkan sertifikat karena saya tidak bisa memberikan RATING di Tokopedia karena topik/judul pelatihan yang saya beli nggak ada tampil di data transaksi.,1
4790,Beli apapun jadi mudah. Makin ditingkatkan lagi sistemnya.,5
4791,"makasiiihhhh, tokped hadiah gratis nyaa,... anak saya jdi punya maenan skrg",5
4792,sangat mudah berbelanja dan berbagai macam jenis barang tersedia,5
4793,"Buat saya platform ini mudah pilihnya, gak ribet. Jd kalian yang mau beli pelatihan atau yang lain saya recommended ya . Sukses selalu Tokopedia.",5
4794,"Saya sudah bayar ke alfamart dan sudah dalam pemesanan, Dan Tiba tiba dibatalkan oleh tokopedia karna promo, padahal saat memesan saya tidak memilih promo ongkir satu pun + uang tidak dikembalikan",1
4795,"Terimakasih tokopedia atas bantuannya, sangat membantu saya dalam memenuhi kebutuhan dan pelatihan dan terimakasih buat bitlabs atas materinya sangat bermanfaat,mudah d mengerti.makasih telah membantu saya dalam menyelesaikan pelatihan",5
4796,"Saya baru sj menyelesaikan pelatihan prakerja dr skill academi. Alhamduillah materinya bagus dan mudah dimengerti.Trimakasih tokopedia yg sudah menyediakan pilihan kelas prakerja dr ruang guru. Semoga sukses selalu buat tokopedia,ruang guru, skill academy.",5
4797,Terimakasih Tokopedia yang membatu saya mengakses kelas online semoga jaya terus,5
4798,"Sangat membantu dan aman di masa pandemi ini, dengan adanya skil academi d apkikasi tersebut, sangat sangat bermanfaat untuk saya. Terimakasih toko pedia",5
4799,Saya baru bikin akun Tokopedia karena ada gratis ongkir saya berbelanja terus waktu pembayarannya itu tidak sempat waktu pesan lagi dan sudah di bayar tuba tiba di batalkan dengan alasan memanipulasi transaksi,1
4800,"Dasar aplikasi penipu gak bertanggung jawab,, semua produk di buat nya gratis ongkir tau tau nya bohong dasar aplikasi pembohong baru pertama mau belanja sudah kecewa 😟",1
4801,Terimakasih Toko Pedia .telah bekerja sama .untuk saya memilih pelatihan .di prakerja yang sangat mudah dipahami dan ilmunya yang sangat bermanfaat ..,5
4802,"Hai Tokopedia saya sudah mampir untuk membeli pelatihan prakerja, sangat mudah dipahami serta penjelasan yg sangat detil. Semoga jaya trus buat tokopedia.",5
4803,Ngebantu banget buat milih kegiatan di prakerja. Sukses selalu,5
4804,Bagus bermanfaat terima kasih banyak tokopedia sukses selalu.,5
4805,"Terima kasih Tokopedia telah membantu kami dalam menyelesaikan pelatihan Prakerja di Skill Academy, sukses selalu dan semoga selalu membantu program Pemerintah dalam mencerdaskan bangsa dan hal hal lainnya. Terimakasih.",5
4806,Saya membeli pelatihan lewat tokopedia. Dan berhasil dengan mudah mendapatkan kelas saya. Semoga untuk penerbitan sertifikat di dasboard prakerja saya juga dimudahkan. Terima kasih tokopedia.,5
4807,"Terimakasih tokopedia, sangat membantu sekali untuk saya mengikut pelatihan prakerja, pelatihannya mudah dipelajari, detail dan mudah dimengerti..",5
4808,Tokopedia merupakan sebuah aplikasi yang sangat baik dan memudahkan masyarakat. Jaya terus tokopedia semakin maju dan berkembang dalam semua pencapaiannya. Terimakasih tokopedia,5
4809,"berhubung baru pertama kali msh blm bisa memberi ulasan, tp utk saat ini pelayanannya cukup baik, informasinya cepat. Tks",5
4810,Terimakasih !! Karena sudah mengembalikan dana saya.,5
4811,"Terima kasih untuk skillacademy.pemberian materi sangat bagus.terimaksih sudah menambah inovasi, dengan adanya kartu prakerja.ini sangat membantu dan mendapatkan ilmu dan pengalaman baru.terimaksih untuk skillacademy by tokopedia , semoga sukses selalu",5
4812,"Hai tokopedia..saya sudah mengikuti pelatihan disini, materi pelatihannya sangat bagus,menarik,dan mudah untuk dipahami...terimakasih tokopedia",5
4813,Membantu sekali bagi pengangguran agar sedikit mendapatkan penghasilan,5
4814,Terima kasih tokopedia semoga kedepannya makin jaya dan berkembang,5
4815,"Terimakasih tokopedia, aplikasi ini sangat membantu sekali dalam megikuti pelatihan prakerja, pokok nya sangat memuaskan deh😊🙏🙏 sekali lagi terimakasih..",5
4816,"Nama saya Mauidotul Jamila. Saya peserta kartu prakerja, dan tokopedia sangat cepat sekali, terimakasih tokopedia, semoga sertifikat saya segera muncul di dashboard",5
4817,"Tidak ada tanggapan atas keluhan,sudah beli voucher 100.000 malah yang masuk 10.000,kapok g bakal beli lagi....sudah lapor g dibales2..........hati2 kalau beli",1
4818,Terima kasih tokopedia telah membantu mempermudahkan pembelajaran online. Sukses selalu kedepannya. Dan tingkatkan lagi kualitasnya. Terima kasih.,5
4819,"Sangat membantu dan menambah ilmu bagi siswa yang mengikuti prakerja , gua saranin ambil kursus di Tokopedia , jelas , mudah di pahami dan is the best",5
4820,Sangat membantu sekali berbagi ilmu yang sy pelajari terimakasih,5
4821,"Kupon nya gl bisa di klaim.. Meminta nomor hp, selah di masukan, nomor yg anda madukkan sudah sering di gunakan orang..hhhhh eror..atau pembohongan..? Kl tetep gk bisa..lusa ..hapus aplikasi.",2
4822,"Trimakasih toped, sekarang bisa transaksi lagi, tapi pas update, OVO saya jadi Rp. 0,- Padahal lumayan buat beli PLN hingga 2 bulan, isi OVO saya kemana. Bintang 1 lagi ya, sebelumnya diupgrade mau ditransfer ke rek gak bisa, cari di PlayStore aplikasi OVO gak ketemu, yang ada cuma OVO Merchant... :'(",1
4823,Terimakasih saya ke Tokopedia karna aplikasi ini memang membantu saya dalam proses program prakerja dan proses pembelian materi pembelajaran di partner mereka semoga semakin baik kedepan.,5
4824,update lagi aplikasinya.beberapa hp banyak yang tidak bisa login,5
4825,"Terimakasih tokopedia sudah membantu dalam menggunakan kartu prakerja ,dan sangat sangat senang sekali menggunakan aplikasi tokopedia semuanya dipermudah serta menambah wawasan yang banyak.....",5
4826,"Alhamdulillah lebih mudah memilih barang karena banyak pilihan, tapi nggak ada bebas ongkirnya cuma dibantu promo aja, ya udahlah yg penting kiriman cepat sampai dan berkualitas baik.",4
4827,"Terima kasih skill academy, tokopedia & kartu prakerja, atas manfaat yg telah diberikan pada saya sehingga wawasan saya bertambah, terima kasih tokopedia sukses selalu",5
4828,"Saya mengikuti pelatihan prakerja melalui Tokopedia, pelatihannya cukup baik dan memuaskan, pelayanan nya pun baik, namun tinggal nunggu sertifikat nya",5
4829,"Terima kasih Tokopedia, sangat membantu saya dalam penyedia mitra program pelatihan prakerja, menambah ilmu dan pengalaman untuk saya mencari pekerjaan.",5
4830,Terimakasih Tokopedia telah memfalisitasi lembaga pelatihan Skill Academy yang bekerja sama dengan Program Kartu Prakerja. Saya sangat puas dan merasa terbantu menjadikan ilmu baru dan pengalaman baru. Semoga sukses selalu.,5
4831,"Terimakasih buat skill academi,tokopedia lembaga pelatihan yang sangat membantu saya dalam menyelesaikan pelatihan,materinyapun sangat baik mudah dimengerti. Semoga sukses selalu",5
4832,aplikasi nya gk bagus mendingan jangan dolnot sjcnsixsjcjsnjdmdjdnzksnzmKalalaaLLzlzkkzkzxnnxtapi booong aplikasi nya bagus paling top ❤,5
4833,"Terimakasih Tokopedia, Skill Akademy dan Prakerja. Pembahasan di pelatihan ini sangat bagus, mudah dipahami, lengkap, jelas dan bermanfaat.",5
4834,Terimkasih tokopedia saya sudah ikut pelatihan kartu prakerja disini pelatihanya sangat bagus dan mudah di mengerti terimakasih kepada program kartu prakerja yg sudah berkerja sama dengan tokopedia di dalam mengadakan kelas belajar yg sangat bagus melalu toko online yg terpecaya di indonesia( tokopedia) banyaak ilmu dan manfaatnya sukses terus tokopedia,5
4835,"Mff saya baru sj menginstal tokopedia jadi belum pernah belanja,tapi INSYAALLAH saya akan mencobanya belanja ditoko pedia ini, semoga tokopedia ini pelayananya memuaskan ,amanah dan ga bikin kecewa semoga toko pedia ini amanah tidak bikin kecewa dan kalau bisa tingkatkan pembayaran melalui COD,TOKOPEDIA💗💗💗💗 SEMOGA SUKSES terus",5
4836,"Terima kasih kepada skill academy,kartu prakerja dan tokopedia,dengan pelatihan ini saya banyak mendapatkan materi yang bru dan bermanfaat,terima kasih",5
4837,Gua kasih tau buat yang belum download. Saya sebagai penjual merasa dirugikan. Barang sudah sampai di pembeli tapi uang lama sampai di saldo. Dan pembeli sudah unboxing nyoba barang minta di retur. 1 hal lagi admin tokopedia terlalu lama merespon ! Dan juga lebih memihak pembeli ! Kecewa sy,1
4838,"Bagus banget, membantu untuk prakerja jugaa,banyak pilihan pelatihan2",5
4839,Mba....atau mas...kalau barang yg udah di beli..tapi barangnya gk sesuai atau tidak cocok ..bisa di tukar?....tukarnya lewat apa..maaf tanya...,1
4840,Wow saya kasi rating 5 soalnya sangat sangat membantu saya dalam melakukan pembelian dan mudah dipahami.Terima kasih Tokopedia telah membantu saya dalam menyelesaikan pelatihan dalam program prakerja,5
4841,Kok saya tidak bisa verifikasi data diri ya Gmna cra ny Saya poto ktp tidak bs,2
4842,Pesanan saya blm sampe juga udh 50 jam padahal estimasi maksimal 24 jam.dan keterngan barang sudah di terima dan selesai padahal sy blm terima barangnya.tolong untuk tokopedia segera di perbaiki layanan kurirnya.,1
4843,"Terimakasih Tokopedia telah memberi banyak promo dan diskon yang sangat bermanfaat pada masa pandemi saat ini, sehingga kita tidak kawatir dan merasa aman untuk proses belanja.",5
4844,Tokopedia sangat memfasilitasi peserta prakerja untuk mengikuti pelatihan prakerja. Program pelatihannya pun bermanfaat di kehidupan sehari - hari.Pelayanannya bagus dan cepat.,5
4845,"Terimakasih Tokopedia. Saya sudah melakukan pelatihan prakerja berkat Tokopedia. Materi yang diberikan sangat membantu, mudah dipahami dan bermanfaat☺️",5
4846,sebagai pengguna baru dapat jas hujan cuma 11rb. Lumayan bisa dipakai di musim hujan begini. makasih tokopedia. semoga banyak yg menyukaimu.,5
4847,Terimakasih kasih banyak Tokopedia.. Ikut pelatihan lancar dan sukses ..saya kira hanya buat belanja online saya. Tokopedia bisa buat segalanya...,5
4848,"Halo tokopedia Saya mau tanya hari sabtu beli pulsa dan statys transaksi gagal, ada notif kalo dana akan di kembalikan dalam waktu 1*24 jam Sampai sekarang dana tersebut belum masuk ya",1
4849,terimakasih tokopedia skillacademy ruangguru dan kartu prakerja. berkat ini saya dapat pengalaman baru dan ilmu yg sangat bermanfaat. pelatihan yg diberikan sangat membantu saya untuk memulai berbisnis materi yg diberikan pun sangat dipahami.,5
4850,"Saya Arif eko setiawan peserta kartu prakerja,mau mengucapkan terima kasih untuk tokopedia dan skill academy yang membantu pelatihan ,materi mudah difahami dan dimengerti ,singkat jelas pokok makasih banyak..",5
4851,"Terima kasih buat tokopedia yg sudah membantu saya pelatihan prakerja, tokopedia sangat memudah kan sya di saat pelatihan prakerja. Saya juga suka belanja ditokopedia apalagi klu udah akhir bln diskon ny gede gedean, brg yg dipesan juga ontime dtg nya. Pokokny saya puas banget sma pelayanan tokopedia",5
4852,"Terimakasih aplikasi tokopedia, Membantu dalam akses kelas online untuk program *kartu prakerja*",5
4853,"Membantu banget buat prakerja, trus belanja di tokopedia juga mudah",5
4854,"Mohon pencerahan nya karena barunpertama ikut pelatihan, mau beli kelas ternyata harus verifikasi no hp... Kira kira bagamana cara verifikasi no hp ya?",5
4855,Saya kan sudah bikin akun baru tapi kenapa waktu saya bayar di batalkan otomatis oleh tokopedia alasan nya identitas yang di gunakan sama oleh pembeli yang lain nya padahal kan saya make akun baru,1
4856,Tokopedia subuah aplikasi yg bergerak di bidang jual beli online.. aplikasi ini sangat membantu dlam bidang usaha kerna dengan perkembangan jaman teknologi yg sangat cepat dapat menjangkau seluruh warga negara indonesia dalam hal jual beli online.,5
4857,Membeli pelatihan di Tokopedia sangat mudah dan cepat dimengerti,5
4858,"Terimakasih Tokopedia, berkat aplikasi ini memudahkan saya untuk mengikuti pelatihan prakerja dan memudahkan saya untuk bertransaksi pembelian lainnya.. Sukses selalu Tokopedia",5
4859,"Terimakasih Tokopedia sangat bagus dan membantu sekali dalam membeli voucher pelatihan skill Academy cepat dan mudah, materinya jg sangat dimengerti , semoga sukses selalu yaaa tokopedia",5
4860,"saya seller , sistem complain di tokopedia benar2 menjadi celah bagi oknum pembeli melakukan penipuan terhadap seller . kebijakan didalamnya betul2 berpihak pada pembeli padahal penjual juga harusnya dapat fasilitas yang sama atau pembelaan juga karna jika tak ada seller pasti tak ada pembeli . saya mengalami penipuan oleh pembeli , dan kami sebagai seller tidak dipermudah komunikasi dengan pihak tokopedianya . seharusnya ada tempat konsultasi yang bisa chat langsung untuk penyelesaian",3
4861,"Hallo, saya afrida, saya telah selesai mengikuti pelatihan di skill academy. Saya membeli pelatihan nya di toko pedia. Terima kasih toko pedia.",5
4862,Terima kasih tokopedia sudah menyediakan berbagai layanan yang memudahkan kami dalam memenuhi kebutuhan seperti layanan top up. Ditambah ada pelatihan prakerja juga yang sangat membantu kami dalam melakukan pembelian. Semoga sukses selalu ❤,5
4863,"Saya beli pelatihan di skill academy tentang langkah menjadi Youtuber. Materi yang diberikan sangat membantu ,mudah difahami dan jelas. Program ini sangat membantu terima kasih skill academy sukses terus buat tokopedia",5
4864,"Aplikasi tokopedia simple dan user friendly. Terimakasih tokopedia, sudah membantu saya mempermudah mencari pelatihan prakerja. Semoga makin baik kedepannya",5
4865,tokopedia fiturnya saat ini sdh mudah dengan berbagai metode pembayaran,5
4866,Aplikasinya sangat membantu dalam setiap keperluan dan kebutuhan,5
4867,"Hallo Tokopedia, Terima kasih Tokopedia sangat membantu dalam pelatihan di Skill Academy. Semoga memberi manfaat dan ilmu pengetahuan buat kita semua.",5
4868,"Kecewa dgn tokopedia karna pesanan saya sudah 1minggu lebih blm tiba, malahan udah kembali ke manado, kemarin sudah di amurang ini sudah ke manado. Padah sudah mau pakai tpi sampai saat ini blm tuba di rumah. Paket dgn nama Gealova",2
4869,"Sekarang tokopedia lagi banyak promosi. Jika dinilai dengan uang, bisa jutaan dalam 1 bulan. Ayo, belanja di tokopedia selama masih ada promo.",5
4870,"Terimakasih prakerja, dan skill academy dan tokopedia yang telah membantu saya menyelesaikan pelatihan, semoga dengan pelatihan ini saya bisa mengembangkan wawasan untuk membuka peluang usaha sendiri.",5
4871,"Beli pelatihan prakerja status transaksi gagal di toped,saldo prakerja udah kepotong,dihub tokopedia care gak ada solusi malah yg dibahas tentang pelatihan,bahas ulasan lah..payaaah,kalo kayak gini gimana saya mau menyelesaikan pelatihan..",1
4872,Terimakasih banyak atas informasinya ya yang digunakan sebagai alat komunikasi ke internet ke internet yang pernah ada habisnya kantor pos yang digunakan adalah langkah pertama untuk mendapatkan.?),5
4873,"Terimakasih skill academy, Toko pedia dan prakerja saya sudah mengikuti pelatihannya.. Materi sangat baik dan penjelasan materinya juga sangat jelas dan menarik.",5
4874,Aku sukses mengikuti workshopnya. Market place andalanku. Semuanya bisa di Tokopedia. Dan semuanya ada di Tokopedia. Sukses selalu buat Tokopedia,5
4875,Tokopedia pasti masarakat menenga ke bawa banyak yg suka' sama saya juga,4
4876,"Tiap buka menu misalnya kotak hadiah suruh nunggu lama,download lagi proses...😇😇😇 Ini bikin tidak nyaman,mohon diperbaiki.",1
4877,"Hallo tokopedia,terima kasih telah membantu saya mengikuti pelatihan kartu prakerja,dengan ini saya lebih mudah memahami,terima kasih tokopedia....",5
4878,Terimakasih Tokopedia.. sangat membantu sekali telah mengadakan pelatihan prakerja.. Semoga semakin sukses ke depan nya..,5
4879,Haii Tokopedia..aplikasi ini bgs sangat membantu rakyat disaat pandemi ini dan bs berguna buat yg tidak mau blnja keluar bs lewat online.. pelatihan nya jg bagus ..terima ksh,5
4880,"saya kasih bintang ⭐ 5 semoga aja barang nya cocok, sesuai.",5
4881,"Terimakasih tokopedia, saya sudah mengikuti pelatihan disini. Pelatihan nya sangat bagus dan mudah dipahami. Serta dapat menambah wawasan pengetahuan.",5
4882,"Terima kasih, Tokopedia. "" Pelatihan prakerja yang saya ikuti, narasumbernya sangat ramah, penjelasannya sangat baik dan mudah dimengerti.",5
4883,Terimakasih Tokopedia karna telah mempermudah saya mengikuti pelatihan prakarya,5
4884,Terimakasih skill academy terimakasih juga Tokopedia telah memberikan pembelajaran yang sangat baik dan produktif saya sangat senang membeli kelas di tokopedia dan saya sudah melakakukan pembelajaran kelas sampai selesai terimkasih ilmunya,5
4885,"Hallo tokopedia, pelatihan disini mudah saya pahami ,menambah pengetahuan bagi saya untuk lebih semangat dalam berwirausaha, terimakasih tokopedia sukses selalu",5
4886,pelatihan ini sangat bermanfaat sekali bagi saya untuk memulai bisnis mie ayam dengan harga yang sangat terjangkau dan chef nya pun menyenangkan saat menjelaskan terimakasih baking world dan untuk tokopedia sangat sigap cepat semoga cepat dapat sertifikat dan langsung d proses oleh pihak prakerjanya terima kasih,5
4887,"Terimakasih, toko pedia atas bantuannya membantu proses untuk mendapatkan kartu prakerja,,semoga kedepanya makin sukses dan maju,, salam sukses,,",5
4888,"Min, gmn caranya untuk melihat dftar toko yang kita ikuti?",2
4889,"Terima kasih tokopedia,saya sudah membeli dan mengikuti pelatihan di skill academy by ruang guru,insyaallah ilmu yang sudah di dapatkan melalui pelatihan ini akan bermamfaat khususnya buat diri saya pribadi dan umumnya buat orang lain.sukses selalu tokopedia",5
4890,"Saya adalah peserta prakerja dan saya membeli pelatihan di Tokopedia dan responnya cepat sekali, Terimakasih lembaga pelatihan skill academy by ruang guru dan Tokopedia, semoga sukses selalu",5
4891,"Saya sangat senang dengan materi yang diberikan, dan tentunya makin menambah wawasan dan pengetahuan baru, semoga kedepannya sangat bermanfaat untuk saya dan tentunya untuk semua teman teman",5
4892,Semoga dengan tokopedia kartu pra kerjaku segera cair. Terimakasih,5
4893,Sangat membantu dan sangat menguntungkan berbelanja di tokopedia 👍👍👍,5
4894,"Terimakasih Tokopedia. Selain bisa berbelanja, di Tokopedia juga bisa belajar online melalui luar sekolah. Semoga kedepannya Tokopedia lebih maju lagi",5
4895,Saya kasi bintang lima karena barangnya bagus-bagus bebas ongkir bisa bayar ditempa lagi. Sukaaaaa bangett sama tokopedia. Mau belanja di tokopedia ajaa♥️,5
4896,"Hai Tokopedia, terimakasih ya.. Saya sudah mengikuti pelatihan di sini. Prosesnya mudah, pembelajarannya juga menyenangkan dan mudah dipahami.",5
4897,Karna masih belum menggunakannya ..pembelian lewat Tokopedia ..,2
4898,"Terimakasih tokopedia, telah menyediakan pelatihan prakerja. Byk org yg merasakan manfaat dg adanya tokopedia. Semoga semakin sukses dan maju terus membangun hal2 positif 👍🏻💪🏻",5
4899,Tokopedia terlalu maksain untuk di berikan penilaian dengan cara mendownload nya... Aku ini orang biasa bos kalo bukan karena ikut pelatihan di Kartu Prakerja gak bakalan berhubungan dengan Tokopedia ini... Terlalu maksain... !!!,1
4900,Daftar gagal terus alasan gangguan jaringan. Alah jadi males,1
4901,"Pembelian dengan akun baru di udh bayar via ovo di cek ditolak/dikembalikan, klo tau gitu ga usah tergoda biarkan tanpa benja hanya beli untuk voucher makan. Kecewa",1
4902,"hai toko pedia, saya sudah melakukan pelatihan prakerja disini. banyak ilmu yang saya dapatkan, bisa menambah pengetahuan dan pengalaman dalam berusaha. semoga kedepan toko pedia lebih baik dalam segala hal dan sukse selalu. terima kasih Tokopedia",5
4903,"Saya mengikuti pelatihan kartu prakerja Mitra Tokopedia dan platform skill academy, dan sangat membantu ,mudah di pahami, menambah wawasan baru.",5
4904,Untuk beli pelatihan kartu prakerja biaya lumayan mahal. Disamping itu juga untuk menyerahkan data pelatihan kartu prakerja bahwa telah selesai ke pihak Tokopedia sangat sulit.,5
4905,Bagus sekali sangat membantu saat membeli pelatihan di prakerja,5
4906,Terimakasih tokopedia saya sangat puas bisa menemukan aplikasi ini.. Jadi gak usah repot berkat aplikasi tokopedia.. Semoga tetep jadi prioritas penggunanya..,5
4907,"Alhamdulillah belanja pelatihan melalui tokopedia sangat baik, dan mudah semoga kedepannya tokopedia dapat menjadi onlineshop yang bisa membanggakan. Makasih tokopedia.",5
4908,"Aplikasi tokopedia sangat membantu saya dalam mengikuti prakerja, terimakasih juga untuk skill academy yang sudah memberikan materi dan pelajaran yang sangat mudah dipahami.",5
